Company,TypeName,OpSys,Processor,Inches,Display,IPS,Touchscreen,Resolution,X_res,Y_res,Ram,SSD,Hybrid_Storage,Gpu_Brand,Weight,Tier,Price,Pred_Price_TunedGB,TunedGB_Error,Pred_Price_UntunedGB,UntunedGB_Error_Value
Acer,Netbook,Windows 10,Intel Celeron,11.6,Normal,0,0,1366x768,1366,768,4,8,0,Intel,1.4,Budget,23176.8,21015.855837140203,2160.944162859796,20907.40385451168,2269.396145488321
Acer,Notebook,Chrome OS,Intel Celeron,14.0,Normal,0,0,1366x768,1366,768,2,0,0,Intel,1.68,Budget,17582.4,16407.965648190217,1174.4343518097849,16625.823023830082,956.5769761699194
Acer,Notebook,Chrome OS,Intel Celeron,14.0,Normal,0,0,1366x768,1366,768,4,0,0,Intel,1.45,Budget,19980.0,19720.166456471365,259.83354352863535,19257.265513348146,722.7344866518542
Acer,Notebook,Chrome OS,Intel Celeron,14.0,Normal,0,0,1366x768,1366,768,4,0,0,Intel,1.68,Budget,18594.72,17831.451641516443,763.2683584835577,19569.51315573877,974.793155738771
Acer,Notebook,Chrome OS,Intel Celeron,15.6,Full HD,1,0,1920x1080,1920,1080,4,0,0,Intel,2.2,Budget,19127.52,19141.98646742688,14.46646742687517,16755.93022270518,2371.589777294819
Acer,Notebook,Chrome OS,Intel Celeron,15.6,Normal,0,0,1366x768,1366,768,2,16,0,Intel,2.19,Budget,10602.72,11423.982345241806,821.2623452418065,10907.511045298676,304.791045298678
Acer,Notebook,Chrome OS,Intel Celeron,15.6,Normal,0,0,1366x768,1366,768,4,16,0,Intel,2.2,Budget,11135.52,12579.928304325016,1444.4083043250157,12042.557206967682,907.0372069676814
Acer,Notebook,Linux,Intel Celeron,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.4,Budget,15397.92,14313.06218368986,1084.8578163101392,14854.451151843725,543.4688481562771
Acer,Notebook,Linux,Intel Celeron,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.1,Budget,14492.16,13776.617472176024,715.5425278239745,14202.152717601775,290.00728239822456
Acer,Notebook,Linux,Intel Core i3,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.4,Budget,19276.704,19865.95015199086,589.2461519908575,20275.84517640949,999.1411764094884
Acer,Notebook,Linux,Intel Core i3,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.1,Budget,20166.48,20034.701563314848,131.77843668515197,19835.17305126282,331.3069487371795
Acer,Notebook,Linux,Intel Core i3,15.6,Normal,0,0,1366x768,1366,768,4,8,0,Intel,2.1,Budget,21951.36,20524.044999362457,1427.3150006375436,21401.79232339181,549.5676766081888
Acer,Notebook,Linux,Intel Core i5,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.4,Budget,23539.104,25737.03704563323,2197.933045633232,25530.385381561955,1991.281381561956
Acer,Notebook,Linux,Intel Core i7,15.6,Full HD,0,0,1920x1080,1920,1080,8,0,0,Nvidia,2.4,Budget,43290.0,40987.63764563012,2302.3623543698777,39413.092854989285,3876.907145010715
Acer,Notebook,Linux,Intel Core i7,15.6,Full HD,0,0,1920x1080,1920,1080,8,256,0,Nvidia,2.5,Budget,49497.12,45560.77986165103,3936.340138348969,46068.97563641578,3428.1443635842224
Acer,Notebook,Linux,Intel Pentium,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.1,Budget,15877.44,16740.125447400576,862.6854474005759,16280.271735879924,402.8317358799232
Acer,Notebook,Windows 10,AMD A10-Series,15.6,Normal,0,0,1366x768,1366,768,8,0,0,AMD,2.2,Budget,30849.12,25818.363568486984,5030.756431513015,27086.090457214457,3763.0295427855417
Acer,Notebook,Windows 10,AMD A12-Series,15.6,Normal,0,0,1366x768,1366,768,8,256,0,AMD,2.2,Budget,35111.52,35719.03569022195,607.5156902219533,33813.188773554175,1298.3312264458218
Acer,Notebook,Windows 10,AMD A8-Series,15.6,Full HD,0,0,1920x1080,1920,1080,8,256,0,AMD,2.23,Budget,24988.32,31545.2426070198,6556.922607019798,25456.194817681044,467.8748176810441
Acer,Notebook,Windows 10,AMD A8-Series,15.6,Normal,0,0,1366x768,1366,768,4,0,0,AMD,2.4,Budget,20619.36,18864.36735702934,1754.992642970661,20610.708644340863,8.651355659134424
Acer,Notebook,Windows 10,AMD A8-Series,15.6,Normal,0,0,1366x768,1366,768,8,0,0,AMD,2.4,Budget,23922.72,21517.68992553837,2405.030074461629,23060.067638398792,862.6523616012091
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366x768,1366,768,4,0,0,AMD,2.1,Budget,21312.0,21272.149863016704,39.85013698329567,21202.41201898996,109.5879810100414
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366x768,1366,768,4,0,0,AMD,2.1,Budget,21045.6,21272.149863016704,226.54986301670576,21202.41201898996,156.81201898996005
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366x768,1366,768,4,8,0,AMD,2.1,Budget,22697.28,22694.085935588584,3.194064411414729,22615.30767876665,81.9723212333447
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366x768,1366,768,4,256,0,AMD,2.1,Budget,24029.28,23607.6616928051,421.6183071948981,24513.58694001414,484.3069400141394
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366x768,1366,768,6,0,0,AMD,2.1,Budget,21791.52,21717.59058953742,73.92941046258056,21172.43057485565,619.0894251443497
Acer,Notebook,Windows 10,Intel Celeron,14.0,Full HD,0,0,1920x1080,1920,1080,4,0,0,Intel,1.6,Budget,17529.12,16675.110266598127,854.0097334018719,17225.00652930407,304.1134706959274
Acer,Notebook,Windows 10,Intel Celeron,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.1,Budget,17742.24,17059.44410800296,682.7958919970406,16863.516119069885,878.7238809301161
Acer,Notebook,Windows 10,Intel Celeron,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.1,Budget,18541.44,17059.44410800296,1481.9958919970377,16863.516119069885,1677.9238809301132
Acer,Notebook,Windows 10,Intel Core i3,14.0,Full HD,1,0,1920x1080,1920,1080,4,8,0,Intel,1.8,Budget,33886.08,31760.84654358788,2125.2334564121197,33294.44295344068,591.6370465593209
Acer,Notebook,Windows 10,Intel Core i3,14.0,Full HD,1,0,1920x1080,1920,1080,8,8,0,Intel,1.5,Budget,32980.32,48951.794526181,15971.474526181002,41285.88389603513,8305.563896035128
Acer,Notebook,Windows 10,Intel Core i3,14.0,Normal,0,0,1366x768,1366,768,8,0,0,Intel,2.1,Budget,20725.92,23735.02262619237,3009.102626192373,25334.780640473706,4608.860640473708
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,0,0,1920x1080,1920,1080,4,0,0,Intel,2.4,Budget,26586.72,25064.06600472572,1522.6539952742824,24846.6602830801,1740.0597169199027
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,0,0,1920x1080,1920,1080,4,0,0,Nvidia,2.2,Budget,28238.4,27151.42440550078,1086.9755944992212,27450.90078418081,787.4992158191926
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,0,0,1920x1080,1920,1080,4,0,0,Nvidia,2.23,Budget,28984.32,26442.62017768833,2541.699822311668,27178.860546988308,1805.459453011692
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,0,0,1920x1080,1920,1080,4,256,0,Nvidia,3.575,Budget,30476.16,30368.806802189985,107.35319781001454,32598.38510590349,2122.2251059034897
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,1,1,1920x1080,1920,1080,6,0,0,Intel,2.1,Budget,25521.12,24999.742009204936,521.3779907950629,23233.69936268429,2287.4206373157103
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.4,Budget,22931.712,24136.88563139325,1205.1736313932488,24071.712484860527,1140.0004848605276
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Nvidia,2.2,Budget,24988.32,26848.0870713828,1859.7670713827972,27121.231625367014,2132.911625367018
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.1,Budget,23816.16,24241.3015620979,425.1415620978987,23790.10788219906,26.052117800940323
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.4,Budget,20459.52,24136.88563139325,3677.365631393248,24071.712484860527,3612.192484860527
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366x768,1366,768,4,8,0,Intel,2.1,Budget,23922.72,25765.94697053795,1843.226970537948,25678.90916445633,1756.189164456333
Acer,Notebook,Windows 10,Intel Core i3,17.3,Full HD,1,0,1920x1080,1920,1080,4,0,0,Nvidia,3.0,Budget,34898.4,33782.88367191525,1115.5163280847482,31150.26837159293,3748.131628407071
Acer,Notebook,Windows 10,Intel Core i3,17.3,Full HD,1,0,1920x1080,1920,1080,4,256,0,Nvidia,3.0,Budget,37402.56,37551.32741100565,148.76741100565414,35875.56167692837,1526.9983230716243
Acer,Notebook,Windows 10,Intel Core i3,17.3,Normal,0,0,1600x900,1600,900,4,0,0,Nvidia,3.3,Budget,31861.44,32792.1367145805,930.6967145804992,30406.22377080361,1455.2162291963868
Acer,Notebook,Windows 10,Intel Core i3,17.3,Normal,0,0,1600x900,1600,900,8,0,0,Nvidia,3.3,Budget,33513.12,34425.83778101304,912.717781013038,32949.44041464996,563.6795853500444
Acer,Notebook,Windows 10,Intel Core i5,13.3,Normal,0,0,1366x768,1366,768,4,8,0,Intel,1.6,Budget,34898.4,39886.28332544866,4987.88332544866,37184.89542429801,2286.4954242980093
Acer,Notebook,Windows 10,Intel Core i5,14.0,Full HD,1,0,1920x1080,1920,1080,8,256,0,Intel,1.56,Budget,48058.56,51427.22230991407,3368.66230991407,50046.72299564205,1988.162995642051
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920x1080,1920,1080,4,0,0,Nvidia,2.23,Budget,32820.48,33941.34002534882,1120.8600253488185,34147.089303342815,1326.6093033428117
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920x1080,1920,1080,4,256,0,Nvidia,2.23,Budget,36816.48,34993.473099325965,1823.0069006740375,36529.36137451388,287.1186254861241
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920x1080,1920,1080,8,256,0,Nvidia,2.4,Budget,42570.72,47379.03031639652,4808.310316396513,44403.14066858013,1832.4206685801328
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920x1080,1920,1080,12,8,0,Nvidia,2.4,Mid-range,53759.52,50771.31843556748,2988.2015644325147,45701.845068483046,8057.674931516951
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,1,0,1920x1080,1920,1080,4,0,0,Nvidia,2.2,Budget,32660.64,36289.03048502383,3628.390485023832,34838.98946484794,2178.349464847939
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,1,0,1920x1080,1920,1080,4,256,0,Intel,2.2,Budget,36336.96,36031.96142063973,304.99857936027547,35540.55388106637,796.406118933628
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.23,Budget,32980.32,31309.108171196534,1671.2118288034617,31152.414062676256,1827.9059373237435
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.4,Budget,29783.52,31819.616058021085,2036.096058021085,30863.80980161033,1080.289801610328
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,0,0,1366x768,1366,768,4,256,0,Intel,2.1,Budget,31914.72,32929.0920276158,1014.3720276157984,33819.12484543241,1904.4048454324077
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,0,0,1366x768,1366,768,6,0,0,Intel,3.575,Budget,29250.72,27610.28298750033,1640.4370124996713,28086.08982935632,1164.6301706436789
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,1,0,1366x768,1366,768,12,0,0,Nvidia,2.2,Budget,36975.7872,35512.79955347435,1462.9876465256457,36264.40196840901,711.3852315909899
Acer,Notebook,Windows 10,Intel Core i5,17.3,Full HD,1,0,1920x1080,1920,1080,4,256,0,Nvidia,3.0,Budget,42890.4,41161.1885671053,1729.211432894699,41516.96779089788,1373.432209102124
Acer,Notebook,Windows 10,Intel Core i5,17.3,Full HD,1,0,1920x1080,1920,1080,8,256,0,Nvidia,3.0,Budget,45501.12,51498.35352120246,5997.233521202455,48930.40335528234,3429.283355282336
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920x1080,1920,1080,2,0,0,Nvidia,2.2,Budget,36709.92,39118.23876462964,2408.318764629643,36657.67180736672,52.24819263328391
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920x1080,1920,1080,4,0,0,Nvidia,2.2,Budget,34045.92,36306.89520352261,2260.975203522612,36109.760753926006,2063.840753926008
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920x1080,1920,1080,8,0,0,Nvidia,2.23,Budget,39533.76,42829.41567451345,3295.6556745134512,44141.54451803818,4607.784518038177
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920x1080,1920,1080,8,256,0,Nvidia,2.2,Budget,44328.96,50646.18708302661,6317.227083026613,51393.85591051593,7064.89591051593
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920x1080,1920,1080,8,0,0,Nvidia,2.2,Budget,39693.6,45357.893001560886,5664.293001560887,45086.20634264978,5392.606342649786
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920x1080,1920,1080,8,256,0,Nvidia,2.2,Budget,44808.48,49895.42491706094,5086.944917060937,51033.00675542213,6224.526755422121
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920x1080,1920,1080,8,256,0,Nvidia,3.0,Mid-range,50669.28,51481.65651341646,812.3765134164641,52128.76251699749,1459.4825169974938
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,1,1,1920x1080,1920,1080,12,0,0,Intel,2.15,Budget,35111.52,37266.22255782736,2154.7025578273606,35914.602091914014,803.0820919140169
Acer,Notebook,Windows 10,Intel Pentium,11.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,1.4,Budget,25840.8,21341.52359457801,4499.276405421984,27223.642178789807,1382.8421787898078
Acer,Notebook,Windows 10,Intel Pentium,14.0,Normal,0,0,1366x768,1366,768,4,0,0,Intel,1.6,Budget,18594.72,19926.030316527675,1331.3103165276734,19465.37405485296,870.6540548529556
Acer,Notebook,Windows 10,Intel Pentium,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.4,Budget,20246.4,19238.408970283803,1007.9910297161988,18959.86073610596,1286.539263894039
Acer,Notebook,Windows 10,Intel Pentium,15.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,2.1,Budget,19367.8128,18716.85153511247,650.96126488753,18599.18538593358,768.6274140664209
Acer,Ultrabook,Windows 10,Intel Core i5,13.3,Full HD,1,0,1920x1080,1920,1080,8,256,0,Intel,1.12,Mid-range,52693.92,57207.51715339826,4513.597153398259,56065.035973371465,3371.1159733714667
Acer,Ultrabook,Windows 10,Intel Core i5,14.0,Full HD,1,0,1920x1080,1920,1080,8,256,0,Intel,1.6,Budget,41025.6,51301.13185197672,10275.531851976724,51634.30782506856,10608.70782506856
Acer,Ultrabook,Windows 10,Intel Core i5,14.0,Full HD,1,0,1920x1080,1920,1080,8,256,0,Intel,1.8,Budget,48964.32,54844.152624188704,5879.832624188704,55434.87061010923,6470.550610109232
Acer,Ultrabook,Windows 10,Intel Core i7,14.0,Full HD,1,0,1920x1080,1920,1080,8,256,0,Intel,1.6,Budget,47099.52,58665.00971945881,11565.489719458812,56832.9715160022,9733.451516002198
Apple,Ultrabook,macOS,Intel Core i5,11.6,Normal,0,0,1366x768,1366,768,4,0,0,Intel,1.08,Mid-range,51095.52,51861.06811708903,765.5481170890343,50886.03456611051,209.48543388948747
Apple,Ultrabook,macOS,Intel Core i5,12.0,Retina Display,1,0,2304x1440,2304,1440,8,512,0,Intel,0.92,Mid-range,80452.8,80097.92211780787,354.8778821921296,81476.10911436235,1023.309114362346
Apple,Ultrabook,macOS,Intel Core i5,13.3,Normal,0,0,1440x900,1440,900,8,0,0,Intel,1.34,Budget,47895.5232,54217.90244223832,6322.379242238312,54037.62586905419,6142.102669054184
Apple,Ultrabook,macOS,Intel Core i5,13.3,Normal,0,0,1440x900,1440,900,8,0,0,Intel,1.35,Mid-range,58554.72,54047.218957975245,4507.501042024756,54843.35441397091,3711.365586029089
Apple,Ultrabook,macOS,Intel Core i5,13.3,Normal,0,0,1440x900,1440,900,8,0,0,Intel,1.34,Mid-range,61735.536,54217.90244223832,7517.633557761685,54037.62586905419,7697.910130945813
Apple,Ultrabook,macOS,Intel Core i5,13.3,Normal,0,0,1440x900,1440,900,8,0,0,Intel,1.35,Mid-range,53173.44,54047.218957975245,873.7789579752425,54843.35441397091,1669.9144139709097
Apple,Ultrabook,macOS,Intel Core i5,13.3,Retina Display,1,0,2560x1600,2560,1600,8,8,0,Intel,1.37,Mid-range,71378.6832,71551.35948328962,172.6762832896202,70891.5157678339,487.1674321660976
Apple,Ultrabook,macOS,Intel Core i5,13.3,Retina Display,1,0,2560x1600,2560,1600,8,256,0,Intel,1.37,Mid-range,84202.82400000001,75481.64440929348,8721.179590706524,73067.27919222701,11135.544807772996
Apple,Ultrabook,macOS,Intel Core i5,13.3,Retina Display,1,0,2560x1600,2560,1600,8,512,0,Intel,1.37,High-end,106530.696,89090.15255390345,17440.543446096548,88086.85854501084,18443.83745498916
Apple,Ultrabook,macOS,Intel Core i7,15.4,Retina Display,1,0,2880x1800,2880,1800,16,0,0,Intel,2.04,High-end,114017.6016,115587.38523004216,1569.7836300421768,114904.7025887715,887.1009887715045
Apple,Ultrabook,macOS,Intel Core i7,15.4,Retina Display,1,0,2880x1800,2880,1800,16,256,0,AMD,1.83,High-end,130001.6016,126606.8009872944,3394.800612705585,129060.53347640518,941.068123594814
Apple,Ultrabook,macOS,Intel Core i7,15.4,Retina Display,1,0,2880x1800,2880,1800,16,512,0,AMD,1.83,High-end,143734.788,144700.76172829236,965.9737282923596,143375.21521186086,359.5727881391358
Apple,Ultrabook,macOS,Other Intel Processor,12.0,Retina Display,1,0,2304x1440,2304,1440,8,0,0,Intel,0.92,Mid-range,65614.32,63601.75104046848,2012.568959531527,64810.44299567218,803.8770043278273
Apple,Ultrabook,macOS,Other Intel Processor,12.0,Retina Display,1,0,2304x1440,2304,1440,8,0,0,Intel,0.92,Mid-range,65108.16,63601.75104046848,1506.4089595315163,64810.44299567218,297.71700432781654
Apple,Ultrabook,macOS,Other Intel Processor,12.0,Retina Display,1,0,2304x1440,2304,1440,8,256,0,Intel,0.92,Mid-range,67260.672,69525.18008941671,2264.508089416704,67417.95842506581,157.28642506580218
Asus,2 in 1 Convertible,Chrome OS,Other Intel Processor,12.5,Full HD,0,0,1920x1080,1920,1080,8,0,0,Intel,1.2,Mid-range,61751.52,55777.6352743355,5973.884725664495,58557.82942884647,3193.690571153529
Asus,2 in 1 Convertible,Chrome OS,Other Intel Processor,12.5,Full HD,0,1,1920x1080,1920,1080,4,0,0,Intel,1.2,Budget,35644.32,36545.750322060485,901.4303220604852,36891.075124124014,1246.7551241240144
Asus,2 in 1 Convertible,Windows 10,Intel Celeron,11.6,Normal,0,1,1366x768,1366,768,2,0,0,Intel,1.1,Budget,14652.0,14521.457222893108,130.54277710689348,14625.26419983662,26.73580016338019
Asus,2 in 1 Convertible,Windows 10,Intel Celeron,11.6,Normal,0,1,1366x768,1366,768,4,0,0,Intel,1.5,Budget,19980.0,19898.339797983965,81.66020201603533,19706.49748504678,273.50251495321936
Asus,2 in 1 Convertible,Windows 10,Intel Core i5,13.3,Full HD,0,1,1920x1080,1920,1080,6,0,0,Intel,1.5,Budget,34046.4528,33815.40012727761,231.05267272239143,33269.46181023889,776.9909897611069
Asus,2 in 1 Convertible,Windows 10,Intel Core i5,13.3,Full HD,0,1,1920x1080,1920,1080,8,256,0,Intel,1.1,Mid-range,71208.72,67262.11766577956,3946.6023342204426,66331.50721400211,4877.212785997894
Asus,2 in 1 Convertible,Windows 10,Intel Core i5,13.3,Full HD,1,1,1920x1080,1920,1080,8,256,0,Intel,1.27,Budget,49443.84,56896.00504616607,7452.165046166076,54870.56969829395,5426.729698293952
Asus,2 in 1 Convertible,Windows 10,Intel Core i5,15.6,Normal,0,1,1366x768,1366,768,8,0,0,Intel,2.2,Budget,39373.92,37465.49532178076,1908.424678219235,38101.19267546415,1272.727324535845
Asus,2 in 1 Convertible,Windows 10,Intel Core i7,13.3,Full HD,0,1,1920x1080,1920,1080,8,512,0,Intel,3.575,Mid-range,79866.72,75222.9372579978,4643.782742002208,77437.49595958862,2429.224040411384
Asus,2 in 1 Convertible,Windows 10,Intel Core i7,15.6,4K Ultra HD,0,1,3840x2160,3840,2160,16,512,0,Nvidia,2.3,Mid-range,95850.72,97303.68241849531,1452.9624184953282,99544.40453893728,3693.68453893729
Asus,2 in 1 Convertible,Windows 10,Intel Core i7,15.6,Full HD,0,1,1920x1080,1920,1080,12,0,0,Nvidia,2.3,Budget,44701.92,44301.31787968318,400.6021203168202,45435.82968287876,733.9096828787588
Asus,2 in 1 Convertible,Windows 10,Intel Core i7,15.6,Full HD,0,1,1920x1080,1920,1080,12,512,0,Nvidia,2.26,Mid-range,58554.72,64704.66579869837,6149.945798698369,64431.82572473511,5877.1057247351055
Asus,Gaming,Linux,Intel Core i7,17.3,Full HD,0,0,1920x1080,1920,1080,12,0,0,Nvidia,3.0,Mid-range,50562.72,50617.39885936627,54.67885936627136,50749.116141252205,186.396141252204
Asus,Gaming,No OS,Intel Core i7,15.6,Full HD,1,0,1920x1080,1920,1080,8,0,0,Nvidia,2.5,Mid-range,62284.32,55521.00384374094,6763.316156259061,56454.2692261757,5830.050773824303
Asus,Gaming,No OS,Intel Core i7,17.3,Full HD,1,0,1920x1080,1920,1080,16,0,0,Nvidia,3.575,Mid-range,53173.44,62911.88257607925,9738.442576079253,56550.163780733936,3376.7237807339334
Asus,Gaming,Windows 10,AMD FX,15.6,Full HD,0,0,1920x1080,1920,1080,8,0,0,AMD,2.45,Budget,37242.72,38375.43721942391,1132.71721942391,37181.57155141489,61.1484485851106
Asus,Gaming,Windows 10,AMD Ryzen,17.3,Full HD,0,0,1920x1080,1920,1080,8,256,0,AMD,3.2,Mid-range,79760.16,72671.72589155936,7088.434108440648,79420.26141042981,339.8985895701917
Asus,Gaming,Windows 10,AMD Ryzen,17.3,Full HD,0,0,1920x1080,1920,1080,16,256,0,AMD,3.2,Mid-range,82530.72,98572.55668493907,16041.836684939071,86593.39651218933,4062.676512189326
Asus,Gaming,Windows 10,AMD Ryzen,17.3,Full HD,1,0,1920x1080,1920,1080,16,256,0,AMD,3.25,High-end,117162.72,105874.40054529304,11288.319454706972,115810.40341207338,1352.3165879266162
Asus,Gaming,Windows 10,Intel Core i5,15.6,Full HD,1,0,1920x1080,1920,1080,8,8,0,Nvidia,2.3,Mid-range,87858.72,55936.696862592216,31922.023137407785,56295.601093475605,31563.1189065244
Asus,Gaming,Windows 10,Intel Core i5,17.3,Full HD,0,0,1920x1080,1920,1080,8,8,0,Nvidia,3.0,Budget,49976.64,55690.86392089097,5714.223920890974,55525.70566125789,5549.06566125789
Asus,Gaming,Windows 10,Intel Core i5,17.3,Full HD,0,0,1920x1080,1920,1080,12,8,0,Nvidia,2.2,Mid-range,72988.272,74662.23918864936,1673.9671886493595,69756.88904790158,3231.3829520984145
