Company,TypeName,OpSys,Processor,Inches,Display,IPS,Touchscreen,X_res,Y_res,Ram,SSD,Hybrid_Storage,Gpu_Brand,Weight,Price
Acer,Notebook,Windows 10,AMD A8-Series,15.6,Full HD,0,0,1920,1080,8,256,0,AMD,2.23,24988.32
Acer,Notebook,Windows 10,AMD A8-Series,15.6,Normal,0,0,1366,768,4,0,0,AMD,2.4,20619.36
Acer,Notebook,Windows 10,AMD A8-Series,15.6,Normal,0,0,1366,768,8,0,0,AMD,2.4,23922.72
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366,768,4,0,0,AMD,2.1,21312.0
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366,768,4,0,0,AMD,2.1,21045.6
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366,768,4,8,0,AMD,2.1,22697.28
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366,768,4,256,0,AMD,2.1,24029.28
Acer,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366,768,6,0,0,AMD,2.1,21791.52
Acer,Notebook,Windows 10,Intel Celeron,14.0,Full HD,0,0,1920,1080,4,0,0,Intel,1.6,17529.12
Acer,Notebook,Windows 10,Intel Celeron,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.1,17742.24
Acer,Notebook,Windows 10,Intel Celeron,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.1,18541.44
Acer,Notebook,Windows 10,Intel Core i3,14.0,Full HD,1,0,1920,1080,4,8,0,Intel,1.8,33886.08
Acer,Notebook,Windows 10,Intel Core i3,14.0,Full HD,1,0,1920,1080,8,8,0,Intel,1.5,32980.32
Acer,Notebook,Windows 10,Intel Core i3,14.0,Normal,0,0,1366,768,8,0,0,Intel,2.1,20725.92
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,0,0,1920,1080,4,0,0,Intel,2.4,26586.72
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,0,0,1920,1080,4,0,0,Nvidia,2.2,28238.4
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,0,0,1920,1080,4,0,0,Nvidia,2.23,28984.32
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,0,0,1920,1080,4,256,0,Nvidia,3.575,30476.16
Acer,Notebook,Windows 10,Intel Core i3,15.6,Full HD,1,1,1920,1080,6,0,0,Intel,2.1,25521.12
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.4,22931.712
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366,768,4,0,0,Nvidia,2.2,24988.32
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.1,23816.16
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.4,20459.52
Acer,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366,768,4,8,0,Intel,2.1,23922.72
Acer,Notebook,Windows 10,Intel Core i3,17.3,Full HD,1,0,1920,1080,4,0,0,Nvidia,3.0,34898.4
Acer,Notebook,Windows 10,Intel Core i3,17.3,Full HD,1,0,1920,1080,4,256,0,Nvidia,3.0,37402.56
Acer,Notebook,Windows 10,Intel Core i3,17.3,Normal,0,0,1600,900,4,0,0,Nvidia,3.3,31861.44
Acer,Notebook,Windows 10,Intel Core i3,17.3,Normal,0,0,1600,900,8,0,0,Nvidia,3.3,33513.12
Acer,Notebook,Windows 10,Intel Core i5,13.3,Normal,0,0,1366,768,4,8,0,Intel,1.6,34898.4
Acer,Notebook,Windows 10,Intel Core i5,14.0,Full HD,1,0,1920,1080,8,256,0,Intel,1.56,48058.56
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,4,0,0,Nvidia,2.23,32820.48
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,4,256,0,Nvidia,2.23,36816.48
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,8,256,0,Nvidia,2.4,42570.72
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,12,8,0,Nvidia,2.4,53759.52
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,1,0,1920,1080,4,0,0,Nvidia,2.2,32660.64
Acer,Notebook,Windows 10,Intel Core i5,15.6,Full HD,1,0,1920,1080,4,256,0,Intel,2.2,36336.96
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.23,32980.32
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.4,29783.52
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,0,0,1366,768,4,256,0,Intel,2.1,31914.72
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,0,0,1366,768,6,0,0,Intel,3.575,29250.72
Acer,Notebook,Windows 10,Intel Core i5,15.6,Normal,1,0,1366,768,12,0,0,Nvidia,2.2,36975.7872
Acer,Notebook,Windows 10,Intel Core i5,17.3,Full HD,1,0,1920,1080,4,256,0,Nvidia,3.0,42890.4
Acer,Notebook,Windows 10,Intel Core i5,17.3,Full HD,1,0,1920,1080,8,256,0,Nvidia,3.0,45501.12
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,2,0,0,Nvidia,2.2,36709.92
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,4,0,0,Nvidia,2.2,34045.92
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,8,0,0,Nvidia,2.23,39533.76
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,8,256,0,Nvidia,2.2,44328.96
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920,1080,8,0,0,Nvidia,2.2,39693.6
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920,1080,8,256,0,Nvidia,2.2,44808.48
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920,1080,8,256,0,Nvidia,3.0,50669.28
Acer,Notebook,Windows 10,Intel Core i7,15.6,Full HD,1,1,1920,1080,12,0,0,Intel,2.15,35111.52
Acer,Notebook,Windows 10,Intel Pentium,11.600000000000001,Normal,0,0,1366,768,4,0,0,Intel,1.4,25840.8
Acer,Notebook,Windows 10,Intel Pentium,14.0,Normal,0,0,1366,768,4,0,0,Intel,1.6,18594.72
Acer,Notebook,Windows 10,Intel Pentium,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.4,20246.4
Acer,Notebook,Windows 10,Intel Pentium,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.1,19367.8128
Acer,Ultrabook,Windows 10,Intel Core i5,13.3,Full HD,1,0,1920,1080,8,256,0,Intel,1.12,52693.92
Acer,Ultrabook,Windows 10,Intel Core i5,14.0,Full HD,1,0,1920,1080,8,256,0,Intel,1.6,41025.6
Acer,Ultrabook,Windows 10,Intel Core i5,14.0,Full HD,1,0,1920,1080,8,256,0,Intel,1.8,48964.32
Acer,Ultrabook,Windows 10,Intel Core i7,14.0,Full HD,1,0,1920,1080,8,256,0,Intel,1.6,47099.52
Apple,Ultrabook,macOS,Intel Core i5,11.600000000000001,Normal,0,0,1366,768,4,0,0,Intel,1.08,51095.52
Apple,Ultrabook,macOS,Intel Core i5,12.0,Retina Display,1,0,2304,1440,8,512,0,Intel,0.92,80452.8
Apple,Ultrabook,macOS,Intel Core i5,13.3,Normal,0,0,1440,900,8,0,0,Intel,1.34,47895.5232
Apple,Ultrabook,macOS,Intel Core i5,13.3,Normal,0,0,1440,900,8,0,0,Intel,1.35,58554.72
Apple,Ultrabook,macOS,Intel Core i5,13.3,Normal,0,0,1440,900,8,0,0,Intel,1.34,61735.536
Apple,Ultrabook,macOS,Intel Core i5,13.3,Normal,0,0,1440,900,8,0,0,Intel,1.35,53173.44
Apple,Ultrabook,macOS,Intel Core i5,13.3,Retina Display,1,0,2560,1600,8,8,0,Intel,1.37,71378.6832
Apple,Ultrabook,macOS,Intel Core i5,13.3,Retina Display,1,0,2560,1600,8,256,0,Intel,1.37,84202.82400000001
Apple,Ultrabook,macOS,Intel Core i5,13.3,Retina Display,1,0,2560,1600,8,512,0,Intel,1.37,106530.696
Apple,Ultrabook,macOS,Intel Core i7,15.4,Retina Display,1,0,2880,1800,16,0,0,Intel,2.04,114017.6016
Apple,Ultrabook,macOS,Intel Core i7,15.4,Retina Display,1,0,2880,1800,16,256,0,AMD,1.83,130001.6016
Apple,Ultrabook,macOS,Intel Core i7,15.4,Retina Display,1,0,2880,1800,16,512,0,AMD,1.83,143734.788
Apple,Ultrabook,macOS,Other Intel Processor,12.0,Retina Display,1,0,2304,1440,8,0,0,Intel,0.92,65614.32
Apple,Ultrabook,macOS,Other Intel Processor,12.0,Retina Display,1,0,2304,1440,8,0,0,Intel,0.92,65108.159999999996
Apple,Ultrabook,macOS,Other Intel Processor,12.0,Retina Display,1,0,2304,1440,8,256,0,Intel,0.92,67260.672
Asus,2 in 1 Convertible,Chrome OS,Other Intel Processor,12.5,Full HD,0,0,1920,1080,8,0,0,Intel,1.2,61751.52
Asus,2 in 1 Convertible,Chrome OS,Other Intel Processor,12.5,Full HD,0,1,1920,1080,4,0,0,Intel,1.2,35644.32
Asus,2 in 1 Convertible,Windows 10,Intel Celeron,11.600000000000001,Normal,0,1,1366,768,2,0,0,Intel,1.1,14652.0
Asus,2 in 1 Convertible,Windows 10,Intel Celeron,11.600000000000001,Normal,0,1,1366,768,4,0,0,Intel,1.5,19980.0
Asus,2 in 1 Convertible,Windows 10,Intel Core i5,13.3,Full HD,0,1,1920,1080,6,0,0,Intel,1.5,34046.4528
Asus,2 in 1 Convertible,Windows 10,Intel Core i5,13.3,Full HD,0,1,1920,1080,8,256,0,Intel,1.1,71208.72
Asus,2 in 1 Convertible,Windows 10,Intel Core i5,13.3,Full HD,1,1,1920,1080,8,256,0,Intel,1.27,49443.84
Asus,2 in 1 Convertible,Windows 10,Intel Core i5,15.6,Normal,0,1,1366,768,8,0,0,Intel,2.2,39373.92
Asus,2 in 1 Convertible,Windows 10,Intel Core i7,13.3,Full HD,0,1,1920,1080,8,512,0,Intel,3.575,79866.72
Asus,2 in 1 Convertible,Windows 10,Intel Core i7,15.6,4K Ultra HD,0,1,3840,2160,16,512,0,Nvidia,2.3,95850.72
Asus,2 in 1 Convertible,Windows 10,Intel Core i7,15.6,Full HD,0,1,1920,1080,12,0,0,Nvidia,2.3,44701.92
Asus,2 in 1 Convertible,Windows 10,Intel Core i7,15.6,Full HD,0,1,1920,1080,12,512,0,Nvidia,2.26,58554.72
Asus,Gaming,Linux,Intel Core i7,17.3,Full HD,0,0,1920,1080,12,0,0,Nvidia,3.0,50562.72
Asus,Gaming,No OS,Intel Core i7,15.6,Full HD,1,0,1920,1080,8,0,0,Nvidia,2.5,62284.32
Asus,Gaming,No OS,Intel Core i7,17.3,Full HD,1,0,1920,1080,16,0,0,Nvidia,3.575,53173.44
Asus,Gaming,Windows 10,AMD FX,15.6,Full HD,0,0,1920,1080,8,0,0,AMD,2.45,37242.72
Asus,Gaming,Windows 10,AMD Ryzen,17.3,Full HD,0,0,1920,1080,8,256,0,AMD,3.2,79760.16
Asus,Gaming,Windows 10,AMD Ryzen,17.3,Full HD,0,0,1920,1080,16,256,0,AMD,3.2,82530.72
Asus,Gaming,Windows 10,AMD Ryzen,17.3,Full HD,1,0,1920,1080,16,256,0,AMD,3.25,117162.72
Asus,Gaming,Windows 10,Intel Core i5,15.6,Full HD,1,0,1920,1080,8,8,0,Nvidia,2.3,87858.72
Asus,Gaming,Windows 10,Intel Core i5,17.3,Full HD,0,0,1920,1080,8,8,0,Nvidia,3.0,49976.64
Asus,Gaming,Windows 10,Intel Core i5,17.3,Full HD,0,0,1920,1080,12,8,0,Nvidia,2.2,72988.272
Asus,Gaming,Windows 10,Intel Core i5,17.3,Full HD,1,0,1920,1080,8,8,0,Nvidia,2.73,94305.6
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,8,0,0,Nvidia,2.2,56423.520000000004
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,8,8,0,Nvidia,1.99,71928.0
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,8,8,0,Nvidia,2.24,71341.92
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,8,8,0,Nvidia,2.5,67399.2
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,8,256,0,Nvidia,2.5,53226.72
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,16,8,0,Nvidia,2.1,101178.72
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,16,256,0,Nvidia,2.2,130482.72
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,16,256,0,Nvidia,2.5,95850.72
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,24,512,0,Nvidia,2.24,158135.04
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920,1080,8,8,0,Nvidia,2.3,88178.4
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920,1080,8,256,0,Nvidia,2.591,48431.52
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920,1080,16,8,0,Nvidia,2.2,77202.72
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920,1080,16,8,0,Nvidia,2.59,71341.92
Asus,Gaming,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920,1080,16,256,0,Nvidia,2.34,123876.0
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,8,0,0,Nvidia,3.0,59300.64
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,8,8,0,Nvidia,3.0,62231.04
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,8,8,0,Nvidia,3.52,69929.4672
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,16,256,0,Nvidia,3.575,159786.72
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,16,256,0,Nvidia,2.73,109218.672
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,16,256,0,Nvidia,2.9,100443.456
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,16,256,0,Nvidia,2.99,93186.72
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,16,256,0,Nvidia,3.0,82450.79999999999
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,16,256,0,Nvidia,3.575,95850.72
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,16,512,0,Nvidia,2.73,95850.72
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,32,512,0,Nvidia,3.575,207259.2
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,1,0,1920,1080,8,256,0,Nvidia,2.7,85194.72
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,1,0,1920,1080,16,8,0,Nvidia,3.575,111861.36
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,1,0,1920,1080,16,256,0,Nvidia,3.575,125208.0
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,1,0,1920,1080,16,512,0,Nvidia,3.575,114552.0
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,1,0,1920,1080,32,256,0,Nvidia,3.575,68145.12
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,1,0,1920,1080,32,512,0,Nvidia,3.575,149130.72
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,1,0,1920,1080,64,1000,0,Nvidia,3.575,211788.0
Asus,Gaming,Windows 10,Intel Core i7,17.3,Full HD,1,1,1920,1080,24,256,0,Nvidia,3.575,67612.32
Asus,Netbook,Chrome OS,Intel Celeron,11.600000000000001,Normal,0,0,1366,768,4,0,0,Intel,1.2,15339.312
Asus,Netbook,Windows 10,Intel Celeron,11.600000000000001,Normal,0,0,1366,768,2,0,0,Intel,1.1,13053.6
Asus,Netbook,Windows 11,Intel Celeron,11.600000000000001,Normal,0,0,1366,768,4,0,0,Intel,1.2,18115.2
Asus,Notebook,Linux,Intel Celeron,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.0,11934.72
Asus,Notebook,Linux,Intel Celeron,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.0,14651.4672
Asus,Notebook,Linux,Intel Core i3,15.6,Full HD,0,0,1920,1080,4,0,0,Intel,2.0,20725.92
Asus,Notebook,Linux,Intel Core i3,15.6,Full HD,0,0,1920,1080,4,256,0,Intel,2.0,22111.2
Asus,Notebook,Linux,Intel Core i3,18.0,Full HD,0,0,1920,1080,8,0,0,Nvidia,2.3,31808.16
Asus,Notebook,Linux,Intel Core i5,15.6,Full HD,0,0,1920,1080,4,0,0,Nvidia,2.1,27652.32
Asus,Notebook,Linux,Intel Core i5,15.6,Full HD,0,0,1920,1080,4,256,0,Intel,2.0,29783.52
Asus,Notebook,Linux,Intel Core i5,15.6,Normal,0,0,1366,768,8,0,0,Nvidia,2.3,27864.9072
Asus,Notebook,Linux,Intel Pentium,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.0,21258.1872
Asus,Notebook,No OS,Intel Core i5,15.6,Normal,0,0,1366,768,4,0,0,Nvidia,2.45,30849.12
Asus,Notebook,No OS,Intel Core i7,17.3,Full HD,0,0,1920,1080,8,8,0,Nvidia,2.69,47365.92
Asus,Notebook,Windows 10,AMD A10-Series,15.6,Full HD,0,0,1920,1080,4,8,0,AMD,2.2,30636.0
Asus,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366,768,4,0,0,AMD,1.68,24988.32
Asus,Notebook,Windows 10,AMD A9-Series,15.6,Normal,0,0,1366,768,4,0,0,AMD,2.03,21471.84
Asus,Notebook,Windows 10,AMD E-Series,14.0,Normal,0,0,1366,768,2,0,0,AMD,1.65,10602.72
Asus,Notebook,Windows 10,AMD E-Series,15.6,Normal,0,0,1366,768,4,0,0,AMD,2.0,18594.72
Asus,Notebook,Windows 10,Intel Celeron,14.0,Full HD,0,0,1920,1080,4,0,0,Intel,1.5,15877.44
Asus,Notebook,Windows 10,Intel Celeron,14.0,Normal,0,0,1366,768,4,0,0,Intel,1.5,15024.96
Asus,Notebook,Windows 10,Intel Celeron,14.0,Normal,0,0,1366,768,4,0,0,Intel,1.63,15930.72
Asus,Notebook,Windows 10,Intel Celeron,14.1,Normal,0,0,1366,768,4,0,0,Intel,1.65,18541.44
Asus,Notebook,Windows 10,Intel Celeron,15.6,Full HD,0,0,1920,1080,4,0,0,Intel,2.0,18328.32
Asus,Notebook,Windows 10,Intel Celeron,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.2,19660.32
Asus,Notebook,Windows 10,Intel Celeron,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.0,18061.92
Asus,Notebook,Windows 10,Intel Celeron,15.6,Normal,0,0,1366,768,4,8,0,Intel,1.86,22324.32
Asus,Notebook,Windows 10,Intel Celeron,15.6,Normal,0,0,1366,768,8,0,0,Intel,2.0,21258.72
Asus,Notebook,Windows 10,Intel Core i3,14.0,Full HD,0,0,1920,1080,4,256,0,Intel,2.0,40972.32
Asus,Notebook,Windows 10,Intel Core i3,14.0,Normal,0,0,1366,768,4,8,0,Intel,1.3,27119.52
Asus,Notebook,Windows 10,Intel Core i3,15.6,Full HD,0,0,1920,1080,6,256,0,Nvidia,2.0,30742.56
Asus,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.0,23176.8
Asus,Notebook,Windows 10,Intel Core i3,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.37,21258.1872
Asus,Notebook,Windows 10,Intel Core i3,17.3,Full HD,0,0,1920,1080,4,0,0,Nvidia,2.0,30049.92
Asus,Notebook,Windows 10,Intel Core i5,13.3,Quad HD+,0,0,3200,1800,8,256,0,Intel,1.4,61272.0
Asus,Notebook,Windows 10,Intel Core i5,14.0,Full HD,0,0,1920,1080,8,256,0,Intel,1.4,50136.48
Asus,Notebook,Windows 10,Intel Core i5,14.0,Full HD,0,0,1920,1080,8,256,0,Intel,2.0,50349.6
Asus,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,8,0,0,Intel,2.3,31435.2
Asus,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,8,0,0,Intel,2.37,39906.72
Asus,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,8,0,0,Nvidia,1.99,48304.7136
Asus,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,8,8,0,Nvidia,2.5,44701.92
Asus,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,8,256,0,Intel,2.37,58554.72
Asus,Notebook,Windows 10,Intel Core i5,15.6,Full HD,0,0,1920,1080,8,256,0,Nvidia,2.0,40972.32
Asus,Notebook,Windows 10,Intel Core i5,15.6,Normal,0,0,1366,768,4,256,0,Intel,2.0,31232.2032
Asus,Notebook,Windows 10,Intel Core i5,17.3,Full HD,0,0,1920,1080,8,256,0,Nvidia,2.69,47472.48
Asus,Notebook,Windows 10,Intel Core i7,14.0,Full HD,0,0,1920,1080,8,256,0,Intel,2.0,58288.32
Asus,Notebook,Windows 10,Intel Core i7,14.0,Full HD,0,0,1920,1080,8,256,0,Intel,2.0,71075.52
Asus,Notebook,Windows 10,Intel Core i7,15.6,4K Ultra HD,1,0,3840,2160,8,256,0,Nvidia,2.0,69210.72
Asus,Notebook,Windows 10,Intel Core i7,15.6,4K Ultra HD,1,0,3840,2160,12,8,0,Intel,2.06,69210.72
Asus,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,8,256,0,Nvidia,1.7,59567.04
Asus,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,8,256,0,Intel,2.0,65214.72
Asus,Notebook,Windows 10,Intel Core i7,15.6,Full HD,0,0,1920,1080,16,8,0,Nvidia,2.2,93186.72
Asus,Notebook,Windows 10,Intel Core i7,15.6,Full HD,1,0,1920,1080,8,256,0,Nvidia,2.3,41931.36
Asus,Notebook,Windows 10,Intel Core i7,15.6,Normal,0,0,1366,768,4,0,0,Nvidia,2.2,38378.6496
Asus,Notebook,Windows 10,Intel Core i7,15.6,Normal,0,0,1366,768,4,256,0,Intel,2.37,45282.672
Asus,Notebook,Windows 10,Intel Core i7,17.3,Full HD,0,0,1920,1080,8,8,0,Nvidia,2.1,61005.6
Asus,Notebook,Windows 10,Intel Pentium,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.0,16197.12
Asus,Notebook,Windows 10,Intel Pentium,15.6,Normal,0,0,1366,768,4,0,0,Intel,2.0,23922.72
